cell_name,drug_name,IC50,test_pred
Panc 10.05,LBW242,2.079441542,5.479389191
Panc 10.05,Nilotinib,2.079441542,3.968514681
Panc 10.05,Nutlin-3,2.079441542,4.644401073
Panc 10.05,Paclitaxel,-5.697059425,-2.795505285
Panc 10.05,Panobinostat,-2.366683988,-2.546482086
Panc 10.05,PD-0325901,-1.134268772,1.122286916
Panc 10.05,PD-0332991,2.079441542,3.718030214
Panc 10.05,PF2341066,1.195828017,3.418349028
Panc 10.05,PHA-665752,2.079441542,3.209252119
Panc 10.05,PLX4720,2.079441542,4.770964146
Panc 10.05,RAF265,1.549498074,3.869276285
Panc 10.05,Sorafenib,1.081358901,2.940214157
Panc 10.05,TAE684,1.774548348,0.621704519
Panc 10.05,TKI258,2.079441542,3.999213696
Panc 10.05,Topotecan,-1.5828331,-0.545451939
Panc 10.05,ZD-6474,2.079441542,3.341860533
HH,17-AAG,-1.151412531,-0.362225801
HH,AEW541,2.079441542,2.009583712
HH,AZD0530,2.079441542,2.104333162
HH,AZD6244,2.079441542,3.203567505
HH,Erlotinib,2.079441542,2.354636192
HH,L-685458,1.984866631,1.327726126
HH,Lapatinib,2.079441542,2.682510376
HH,LBW242,2.079441542,3.534735918
HH,Nilotinib,2.079441542,1.104600906
HH,Nutlin-3,2.079441542,2.669184208
HH,Paclitaxel,-4.561070146,-4.738072395
HH,Panobinostat,-4.454244272,-4.38353014
HH,PD-0325901,2.079441542,1.168611765
HH,PD-0332991,2.079441542,1.074115157
HH,PF2341066,2.079441542,1.051851988
HH,PHA-665752,2.079441542,2.14175725
HH,PLX4720,2.079441542,2.67990303
HH,RAF265,2.079441542,2.537692547
HH,Sorafenib,1.218812828,0.873515189
HH,TAE684,1.966750126,0.416421056
HH,TKI258,2.079441542,2.481340408
HH,Topotecan,-1.913173177,-1.866360068
HH,ZD-6474,0.141329496,2.673225164
RERF-LC-MS,17-AAG,-1.823306652,-0.545181274
RERF-LC-MS,AEW541,2.079441542,3.579332352
RERF-LC-MS,AZD0530,2.079441542,1.881679058
RERF-LC-MS,Erlotinib,2.079441542,3.700528383
RERF-LC-MS,L-685458,2.079441542,2.866469145
RERF-LC-MS,Lapatinib,2.079441542,4.168381214
RERF-LC-MS,Nilotinib,2.079441542,3.44744873
RERF-LC-MS,Nutlin-3,2.079441542,3.745475054
RERF-LC-MS,Paclitaxel,-4.795260804,-2.643146515
RERF-LC-MS,Panobinostat,-1.814919115,-1.979333997
RERF-LC-MS,PD-0325901,2.079441542,1.94460845
RERF-LC-MS,PD-0332991,2.079441542,4.200060368
RERF-LC-MS,PF2341066,2.079441542,3.29421258
RERF-LC-MS,PLX4720,2.079441542,4.121739864
RERF-LC-MS,RAF265,2.049570556,3.972287893
RERF-LC-MS,Sorafenib,2.079441542,3.013819218
RERF-LC-MS,TAE684,2.079441542,0.165096402
RERF-LC-MS,TKI258,2.079441542,3.914596796
RERF-LC-MS,Topotecan,1.116618054,0.120192505
RERF-LC-MS,ZD-6474,2.079441542,3.558062792
OCI-AML5,17-AAG,-1.186575679,-0.478903353
OCI-AML5,AEW541,0.213697951,1.980025411
OCI-AML5,AZD0530,2.079441542,2.55166626
OCI-AML5,AZD6244,0.808783099,2.278056383
OCI-AML5,Erlotinib,2.079441542,2.810214758
OCI-AML5,Irinotecan,-2.621828093,0.471457988
OCI-AML5,L-685458,0.123524174,1.517579675
OCI-AML5,Lapatinib,2.079441542,2.839832544
OCI-AML5,LBW242,2.079441542,3.934484482
OCI-AML5,Nilotinib,1.983161476,1.12481606
OCI-AML5,Nutlin-3,1.228713099,2.638097763
OCI-AML5,Paclitaxel,-5.991464547,-4.272572517
OCI-AML5,Panobinostat,-4.475366708,-4.060939312
OCI-AML5,PD-0325901,-1.292326274,-0.701772094
OCI-AML5,PD-0332991,1.757834684,1.559268832
OCI-AML5,PF2341066,1.392807798,1.126159072
OCI-AML5,PHA-665752,2.079441542,2.620686769
OCI-AML5,PLX4720,2.079441542,3.56604743
OCI-AML5,RAF265,0.971986756,2.757862329
OCI-AML5,Sorafenib,0.281873572,0.438238591
OCI-AML5,TAE684,-0.271980558,0.641048849
OCI-AML5,TKI258,0.336745853,2.669165373
OCI-AML5,Topotecan,-3.032049368,-1.836792469
OCI-AML5,ZD-6474,2.079441542,3.02061677
HCC4006,17-AAG,-3.113635904,-0.331642389
HCC4006,AEW541,2.079441542,3.967563868
HCC4006,AZD0530,-0.025439139,2.071564436
HCC4006,AZD6244,2.079441542,4.346596241
HCC4006,Erlotinib,-2.08544029,3.301147699
HCC4006,Irinotecan,-0.558017144,2.132522821
HCC4006,L-685458,2.079441542,3.15222621
HCC4006,Lapatinib,0.617820633,3.823745728
HCC4006,LBW242,2.079441542,5.101213932
HCC4006,Nilotinib,2.007433161,3.558050871
HCC4006,Nutlin-3,2.079441542,4.304608822
HCC4006,Paclitaxel,-5.415462381,-2.110818386
HCC4006,Panobinostat,-2.525555734,-2.282013178
HCC4006,PD-0325901,1.15233427,1.898636222
HCC4006,PD-0332991,2.079441542,4.378179073
HCC4006,PF2341066,2.079441542,3.647726297
HCC4006,PHA-665752,2.079441542,3.114579678
HCC4006,PLX4720,2.079441542,4.122079372
HCC4006,RAF265,0.90998657,4.094415188
HCC4006,Sorafenib,2.079441542,2.995138884
HCC4006,TAE684,1.231109533,1.064187288
HCC4006,TKI258,2.079441542,4.285912514
HCC4006,Topotecan,1.315445792,-0.366660893
HCC4006,ZD-6474,-0.823100258,3.240265846
Hs 683,17-AAG,-1.938489379,-0.164768159
Hs 683,AEW541,1.924955639,4.275804043
Hs 683,AZD0530,2.079441542,2.221739531
Hs 683,AZD6244,2.079441542,4.95000267
Hs 683,Erlotinib,2.079441542,4.404318333
Hs 683,Irinotecan,-0.861504715,2.66619277
Hs 683,L-685458,2.079441542,3.727532148
Hs 683,Lapatinib,2.079441542,4.935232639
Hs 683,LBW242,2.079441542,5.501309395
Hs 683,Nilotinib,2.079441542,4.879017353
Hs 683,Nutlin-3,2.079441542,4.243004799
Hs 683,Paclitaxel,-4.893176844,-2.988280535
Hs 683,Panobinostat,-1.806270448,-1.810556769
Hs 683,PD-0325901,2.079441542,2.564798117
Hs 683,PD-0332991,2.079441542,4.520460606
Hs 683,PF2341066,1.802952257,3.947531462
Hs 683,PHA-665752,2.079441542,3.242351294
Hs 683,PLX4720,2.079441542,3.972413778
Hs 683,RAF265,2.079441542,4.445123196
Hs 683,Sorafenib,2.079441542,4.101613522
Hs 683,TAE684,1.261879219,1.427557349
Hs 683,TKI258,1.4992496,4.285197735
Hs 683,Topotecan,0.1491016,0.459299386
Hs 683,ZD-6474,2.079441542,4.341403484
697,17-AAG,-0.861397226,-0.165781468
697,AEW541,1.449462057,1.896763682
697,AZD0530,1.982639197,1.944566131
697,AZD6244,2.079441542,3.818948746
697,Erlotinib,1.442902579,2.257058859
697,Irinotecan,-3.352634701,0.033411644
697,L-685458,-1.099935105,1.221309423
697,Lapatinib,-0.163135323,2.477867842
697,LBW242,2.079441542,3.946683645
697,Nilotinib,0.647330632,1.701367021
697,Nutlin-3,0.636853866,2.868760824
697,Paclitaxel,-5.974562593,-4.42459631
697,Panobinostat,-4.465135759,-4.763104916
697,PD-0325901,2.079441542,1.654400945
697,PD-0332991,-0.165369678,1.515175223
697,PF2341066,0.871198038,0.862428129
697,PHA-665752,1.186452787,2.249300957
697,PLX4720,0.530374439,3.035427332
697,RAF265,-1.697954389,2.672414064
697,Sorafenib,1.853569385,1.280997157
697,TAE684,-0.17381868,0.019469865
697,TKI258,-0.234574557,2.665154696
697,Topotecan,-3.387045129,-2.417793274
697,ZD-6474,1.725021945,2.854296923
MEG-01,17-AAG,0.04895802,-0.003658168
MEG-01,AEW541,2.079441542,1.698989987
MEG-01,AZD0530,0.152895914,1.472054124
MEG-01,AZD6244,0.713693636,3.102753162
MEG-01,Erlotinib,2.079441542,2.122874498
MEG-01,Irinotecan,-0.693431357,-0.004106812
MEG-01,L-685458,2.079441542,1.420374751
MEG-01,Lapatinib,2.079441542,2.576348543
MEG-01,LBW242,2.079441542,3.656611204
MEG-01,Nilotinib,-2.669756807,0.64306438
MEG-01,Nutlin-3,2.079441542,2.949770212
MEG-01,Paclitaxel,-2.681539345,-4.038888454
MEG-01,Panobinostat,-2.772342944,-4.365589619
MEG-01,PD-0325901,-1.286350519,0.591369629
MEG-01,PD-0332991,2.079441542,1.481513143
MEG-01,PF2341066,0.947008475,0.644642532
MEG-01,PHA-665752,2.079441542,2.259422302
MEG-01,PLX4720,2.079441542,3.245270252
MEG-01,RAF265,0.125536577,2.766682386
MEG-01,Sorafenib,2.079441542,0.379268587
MEG-01,TAE684,2.079441542,0.033932693
MEG-01,TKI258,1.220248717,2.432095528
MEG-01,Topotecan,-0.550151939,-2.396401167
MEG-01,ZD-6474,0.450407782,2.44536829
GRANTA-519,17-AAG,-4.511342468,0.174217075
GRANTA-519,AEW541,2.079441542,2.073535681
GRANTA-519,AZD0530,2.079441542,2.339247942
GRANTA-519,AZD6244,2.079441542,3.692385912
GRANTA-519,Erlotinib,2.079441542,2.43036294
GRANTA-519,Irinotecan,-3.482994866,-0.227863669
GRANTA-519,L-685458,-2.471154004,1.384750009
GRANTA-519,Lapatinib,2.079441542,2.816499472
GRANTA-519,LBW242,2.079441542,3.955915213
GRANTA-519,Nilotinib,-0.969673518,1.820591211
GRANTA-519,Nutlin-3,2.079441542,2.810857296
GRANTA-519,Paclitaxel,-5.974562593,-4.652858734
GRANTA-519,Panobinostat,-3.435081468,-4.521359444
GRANTA-519,PD-0325901,2.079441542,1.221844077
GRANTA-519,PD-0332991,0.928989096,1.421478152
GRANTA-519,PF2341066,1.463087983,0.832774878
GRANTA-519,PHA-665752,2.079441542,2.773734331
GRANTA-519,PLX4720,2.079441542,3.872825623
GRANTA-519,RAF265,2.079441542,2.869809389
GRANTA-519,Sorafenib,2.079441542,1.564941764
GRANTA-519,TAE684,-0.089036929,0.461031616
GRANTA-519,TKI258,1.22478045,2.766500473
GRANTA-519,Topotecan,-2.985241989,-2.45314765
GRANTA-519,ZD-6474,2.079441542,3.244320154
KU812,17-AAG,-2.043226125,0.05312673
KU812,AEW541,2.079441542,1.444860578
KU812,AZD0530,-0.751437525,1.319628954
KU812,AZD6244,-1.710366768,2.786695719
KU812,Erlotinib,1.62237439,1.911602855
KU812,Irinotecan,-0.799427713,0.794976532
KU812,L-685458,2.079441542,1.189462781
KU812,Lapatinib,2.079441542,2.165148735
KU812,LBW242,2.079441542,3.484891653
KU812,Nilotinib,-4.085054291,0.452129573
KU812,Nutlin-3,2.079441542,2.501945019
KU812,Paclitaxel,-5.991464547,-4.340893269
KU812,Panobinostat,-3.419857922,-4.976080418
KU812,PD-0325901,-3.167909103,0.459944934
KU812,PD-0332991,1.833076794,1.111333489
KU812,PF2341066,0.636915344,0.372325599
KU812,PHA-665752,2.079441542,2.178328991
KU812,PLX4720,2.079441542,3.042939901
KU812,RAF265,0.099790223,2.572469473
KU812,Sorafenib,2.079441542,0.260042965
KU812,TAE684,2.079441542,-0.044292979
KU812,TKI258,0.837878336,2.275790453
KU812,Topotecan,-1.170430413,-1.670120358
KU812,ZD-6474,-0.793021884,2.238526583
U-87 MG,17-AAG,-2.237767814,-0.340242147
U-87 MG,AEW541,2.079441542,3.972580671
U-87 MG,AZD0530,2.079441542,2.79619503
U-87 MG,AZD6244,2.079441542,3.696188688
U-87 MG,Erlotinib,2.079441542,4.144773483
U-87 MG,Irinotecan,-0.233560694,2.307196379
U-87 MG,L-685458,2.079441542,3.676261425
U-87 MG,Lapatinib,2.079441542,4.431205273
U-87 MG,LBW242,2.079441542,5.432908535
U-87 MG,Nilotinib,2.079441542,4.027173996
U-87 MG,Nutlin-3,2.079441542,4.314626217
U-87 MG,Paclitaxel,-4.667942162,-1.954742789
U-87 MG,Panobinostat,-2.561625185,-1.919038892
U-87 MG,PD-0325901,1.88715026,1.06317246
U-87 MG,PD-0332991,2.079441542,4.226196766
U-87 MG,PF2341066,2.079441542,3.760570049
U-87 MG,PHA-665752,2.079441542,2.798823118
U-87 MG,PLX4720,2.079441542,3.622364759
U-87 MG,RAF265,1.186283827,4.124436378
U-87 MG,Sorafenib,2.079441542,3.385024786
U-87 MG,TAE684,2.079441542,1.3485111
U-87 MG,TKI258,2.079441542,4.048420906
U-87 MG,Topotecan,0.957316258,-0.193904221
U-87 MG,ZD-6474,2.079441542,4.208937168
NCO2,17-AAG,-2.145489536,0.102277257
NCO2,AEW541,0.494957117,1.742068529
NCO2,AZD0530,-2.017279993,1.807608724
NCO2,AZD6244,0.562318456,3.521423817
NCO2,Erlotinib,1.025599427,2.285994768
NCO2,Irinotecan,-2.052566026,0.170908451
NCO2,L-685458,1.036506279,1.604845762
NCO2,Lapatinib,1.992424659,2.678046227
NCO2,LBW242,2.079441542,3.730569124
NCO2,Nilotinib,-4.879520193,1.262753367
NCO2,Nutlin-3,2.079441542,3.006211519
NCO2,Paclitaxel,-5.974562593,-4.142848969
NCO2,Panobinostat,-3.625337229,-4.620330334
NCO2,PD-0325901,-1.977539059,1.238170147
NCO2,PD-0332991,2.079441542,1.594190478
NCO2,PF2341066,-0.471422749,0.744270146
NCO2,PHA-665752,0.922337496,2.314646482
NCO2,PLX4720,-0.127077818,3.69260335
NCO2,RAF265,0.006390493,2.69224
NCO2,Sorafenib,1.006704397,0.708289921
NCO2,TAE684,-2.712549729,0.519358158
NCO2,TKI258,0.823100296,2.481966496
NCO2,Topotecan,-2.420143074,-2.139672279
NCO2,ZD-6474,-0.160868725,2.819243431
MJ,17-AAG,-2.331382641,-0.337957501
MJ,AEW541,2.079441542,1.982200265
MJ,AZD0530,2.079441542,2.289555788
MJ,AZD6244,2.079441542,3.746095896
MJ,Erlotinib,2.079441542,2.643601179
MJ,L-685458,2.079441542,1.496033549
MJ,Lapatinib,2.079441542,2.83338356
MJ,LBW242,2.079441542,3.763701677
MJ,Nilotinib,2.079441542,1.874559045
MJ,Nutlin-3,2.079441542,2.670961142
MJ,Paclitaxel,-5.991464547,-4.952272415
MJ,Panobinostat,-4.322762675,-4.408084393
MJ,PD-0325901,2.079441542,1.298316002
MJ,PD-0332991,1.529727402,1.097535133
MJ,PF2341066,1.265043736,0.682295084
MJ,PHA-665752,2.079441542,2.661333561
MJ,PLX4720,2.079441542,3.163743258
MJ,RAF265,0.040693234,2.669206858
MJ,Sorafenib,2.079441542,1.565883994
MJ,TAE684,1.746497724,0.753108919
MJ,TKI258,2.079441542,2.623262644
MJ,Topotecan,-1.448678567,-2.138446808
MJ,ZD-6474,0.958345487,2.99364543
BDCM,17-AAG,-1.587948586,-0.749854088
BDCM,AEW541,1.60394979,2.114931583
BDCM,AZD0530,-0.46844254,2.395126581
BDCM,AZD6244,-0.765585719,3.424942732
BDCM,Erlotinib,2.079441542,2.512140751
BDCM,L-685458,2.079441542,1.750063539
BDCM,Lapatinib,2.079441542,3.081798792
BDCM,LBW242,2.079441542,4.173490524
BDCM,Nilotinib,2.079441542,1.637017488
BDCM,Nutlin-3,2.079441542,2.96536684
BDCM,Paclitaxel,-5.732529849,-4.438056469
BDCM,Panobinostat,-2.482911354,-3.690026045
BDCM,PD-0325901,-1.124713736,0.881586492
BDCM,PD-0332991,0.650556633,1.304751277
BDCM,PF2341066,2.079441542,1.121290326
BDCM,PHA-665752,2.079441542,2.568719149
BDCM,PLX4720,2.079441542,3.24015379
BDCM,RAF265,1.966755112,2.91163516
BDCM,Sorafenib,2.079441542,1.136760592
BDCM,TAE684,2.079441542,0.97321862
BDCM,TKI258,1.814627287,2.719312906
BDCM,Topotecan,-2.410649472,-2.106307745
BDCM,ZD-6474,-0.029018399,3.101526499
SK-ES-1,17-AAG,-0.574131698,0.632999182
SK-ES-1,AEW541,-0.138409736,2.112384558
SK-ES-1,AZD0530,2.079441542,2.506551504
SK-ES-1,AZD6244,2.079441542,5.18452549
SK-ES-1,Erlotinib,2.079441542,2.999861002
SK-ES-1,Irinotecan,-3.605167217,0.963377535
SK-ES-1,L-685458,1.67830671,2.333842278
SK-ES-1,Lapatinib,2.079441542,3.396456957
SK-ES-1,LBW242,2.079441542,4.600562572
SK-ES-1,Nilotinib,2.079441542,2.851976633
SK-ES-1,Nutlin-3,2.079441542,3.472935438
SK-ES-1,Paclitaxel,-5.974562593,-4.251076698
SK-ES-1,Panobinostat,-3.827099031,-3.697710276
SK-ES-1,PD-0325901,2.079441542,3.391993761
SK-ES-1,PD-0332991,2.079441542,2.94039607
SK-ES-1,PF2341066,1.234396918,1.440605521
SK-ES-1,PHA-665752,2.079441542,2.68338275
SK-ES-1,PLX4720,2.079441542,4.044933319
SK-ES-1,RAF265,-2.341920786,3.322708368
SK-ES-1,Sorafenib,2.079441542,1.602745414
SK-ES-1,TAE684,-0.345763283,0.766362667
SK-ES-1,TKI258,0.920709152,3.186069727
SK-ES-1,Topotecan,-3.173224271,-1.113380551
SK-ES-1,ZD-6474,2.079441542,3.423658609
PC-3,17-AAG,-0.946394036,-0.41020596
PC-3,AEW541,2.079441542,3.544469595
PC-3,AZD0530,1.315276805,1.344790697
PC-3,AZD6244,2.079441542,3.867395163
PC-3,Erlotinib,2.079441542,2.981595278
PC-3,Irinotecan,-0.938451996,3.523079634
PC-3,L-685458,2.079441542,3.79226613
PC-3,Lapatinib,2.079441542,3.545676231
PC-3,LBW242,2.079441542,5.39820528
PC-3,Nilotinib,2.079441542,4.186983109
PC-3,Nutlin-3,2.079441542,4.251330853
PC-3,Paclitaxel,-4.018798856,-1.426081896
PC-3,Panobinostat,-2.491974843,-2.200484753
PC-3,PD-0325901,2.079441542,0.971443713
PC-3,PD-0332991,2.079441542,4.603047848
PC-3,PF2341066,2.079441542,3.573935509
PC-3,PHA-665752,2.079441542,3.142415047
PC-3,PLX4720,2.079441542,4.520063877
PC-3,RAF265,2.079441542,4.086055279
PC-3,Sorafenib,2.079441542,3.377741337
PC-3,TAE684,1.872387635,0.604848921
PC-3,TKI258,2.079441542,4.023361683
PC-3,Topotecan,0.12306334,0.750998676
PC-3,ZD-6474,1.605553214,3.037838697
NCI-H2452,17-AAG,-1.911007153,-0.258365989
NCI-H2452,AEW541,2.079441542,3.542428255
NCI-H2452,AZD0530,2.079441542,1.761847377
NCI-H2452,AZD6244,2.079441542,4.345907688
NCI-H2452,Erlotinib,2.079441542,3.659303904
NCI-H2452,Irinotecan,-1.562202256,2.185995102
NCI-H2452,L-685458,2.079441542,3.153486013
NCI-H2452,Lapatinib,2.079441542,4.199885368
NCI-H2452,LBW242,2.079441542,5.284573078
NCI-H2452,Nilotinib,2.079441542,4.014153957
NCI-H2452,Nutlin-3,2.079441542,3.991849899
NCI-H2452,Paclitaxel,-4.94668196,-2.559842825
NCI-H2452,Panobinostat,-1.991702628,-2.006934404
NCI-H2452,PD-0325901,2.079441542,1.329094887
NCI-H2452,PD-0332991,2.079441542,3.952646255
NCI-H2452,PF2341066,2.079441542,3.019595385
NCI-H2452,PHA-665752,2.079441542,2.708989382
NCI-H2452,PLX4720,2.079441542,4.373626232
NCI-H2452,RAF265,-1.455775766,3.618186474
NCI-H2452,Sorafenib,2.079441542,3.06602788
NCI-H2452,TAE684,1.655125735,0.372182518
NCI-H2452,TKI258,1.764571936,3.682776928
NCI-H2452,Topotecan,-0.391218831,-0.955474198
NCI-H2452,ZD-6474,2.079441542,3.279043436
HPAF-II,17-AAG,-1.886305354,0.155977517
HPAF-II,AEW541,0.347437391,4.072976112
HPAF-II,AZD0530,2.079441542,2.784170866
HPAF-II,AZD6244,1.376079175,1.934398293
HPAF-II,Erlotinib,2.079441542,3.868308783
HPAF-II,L-685458,-0.025377696,4.279400349
HPAF-II,Lapatinib,1.440506154,4.102938175
HPAF-II,LBW242,2.079441542,5.920913696
HPAF-II,Nutlin-3,2.079441542,5.219307423
HPAF-II,Paclitaxel,-4.974317733,-0.675520182
HPAF-II,Panobinostat,-0.976011549,-2.673380136
HPAF-II,PD-0325901,-0.567956277,-0.996248424
HPAF-II,PF2341066,2.079441542,3.930757523
HPAF-II,PHA-665752,2.079441542,3.680022717
HPAF-II,PLX4720,2.079441542,5.031523228
HPAF-II,RAF265,2.079441542,4.527369976
HPAF-II,Sorafenib,2.079441542,3.383229733
HPAF-II,TAE684,2.079441542,1.59116137
HPAF-II,TKI258,2.079441542,4.850793839
HPAF-II,Topotecan,-0.150653083,0.833352447
HPAF-II,ZD-6474,1.578584277,3.948959351
G-401,17-AAG,-2.459484653,0.020786591
G-401,AEW541,0.344457503,2.378144979
G-401,AZD0530,2.079441542,1.52664113
G-401,AZD6244,2.079441542,5.281413555
G-401,Erlotinib,2.079441542,3.344353199
G-401,Irinotecan,-2.474416283,1.404809594
G-401,L-685458,1.938028523,2.098415136
G-401,Lapatinib,2.079441542,3.821536303
G-401,LBW242,2.079441542,4.299576759
G-401,Nilotinib,2.079441542,3.41249156
G-401,Nutlin-3,1.669873038,3.800163507
G-401,Paclitaxel,-5.205497376,-4.019314289
G-401,Panobinostat,-4.342594713,-3.166083097
G-401,PD-0325901,1.059042076,3.100488424
G-401,PD-0332991,2.079441542,3.171304226
G-401,PF2341066,1.9854658,2.024801731
G-401,PHA-665752,2.079441542,2.505964041
G-401,PLX4720,2.079441542,4.221522808
G-401,RAF265,0.300968284,2.999090433
G-401,Sorafenib,1.309562187,1.985287428
G-401,TAE684,0.387117201,0.037551135
G-401,TKI258,0.903688288,3.025172949
G-401,Topotecan,-1.708692275,-1.326673269
G-401,ZD-6474,1.766283665,3.108263254
ZR-75-1,17-AAG,-1.11710424,0.592515469
ZR-75-1,AEW541,-0.410293333,3.869704008
ZR-75-1,AZD0530,2.079441542,3.504369974
ZR-75-1,AZD6244,2.079441542,3.628280878
ZR-75-1,Erlotinib,2.079441542,3.477475882
ZR-75-1,L-685458,2.079441542,3.293689966
ZR-75-1,Lapatinib,2.079441542,3.544215679
ZR-75-1,LBW242,2.079441542,5.13480711
ZR-75-1,Nutlin-3,1.005096372,4.338442326
ZR-75-1,Paclitaxel,-5.120070433,-1.929362655
ZR-75-1,Panobinostat,-2.995672655,-2.902916908
ZR-75-1,PD-0325901,2.079441542,1.033981323
ZR-75-1,PF2341066,2.079441542,3.330184221
ZR-75-1,PHA-665752,2.079441542,3.236292839
ZR-75-1,PLX4720,2.079441542,4.765702724
ZR-75-1,RAF265,1.054421182,4.19879961
ZR-75-1,Sorafenib,2.079441542,2.021303177
ZR-75-1,TAE684,2.079441542,2.13294673
ZR-75-1,TKI258,1.35037848,4.413878918
ZR-75-1,Topotecan,-0.634012459,0.152341247
ZR-75-1,ZD-6474,2.079441542,3.991348982
GAMG,17-AAG,-2.215032398,-0.705869436
GAMG,AEW541,2.079441542,3.429637671
GAMG,AZD0530,2.079441542,1.49826467
GAMG,AZD6244,2.079441542,3.268803358
GAMG,Erlotinib,2.079441542,3.388939857
GAMG,L-685458,2.079441542,2.533497572
GAMG,Lapatinib,2.079441542,3.893429756
GAMG,LBW242,2.079441542,4.694234371
GAMG,Nutlin-3,2.079441542,3.624389887
GAMG,Paclitaxel,-4.074531464,-2.791814089
GAMG,Panobinostat,-1.971379034,-2.44498229
GAMG,PD-0325901,2.079441542,0.638048351
GAMG,PF2341066,2.079441542,2.87536025
GAMG,PHA-665752,2.079441542,2.58317852
GAMG,PLX4720,2.079441542,3.749873877
GAMG,Sorafenib,2.079441542,2.698531389
GAMG,TAE684,2.079441542,0.161322236
GAMG,TKI258,2.079441542,3.488082647
GAMG,Topotecan,1.076493037,-0.782346785
GAMG,ZD-6474,2.079441542,3.20767808
SIMA,17-AAG,0.575882958,1.175116897
SIMA,AEW541,-0.779887556,2.141785383
SIMA,AZD0530,2.079441542,3.205715895
SIMA,AZD6244,2.079441542,4.520671368
SIMA,Erlotinib,2.079441542,3.477821589
SIMA,Irinotecan,-3.161964087,0.894631445
SIMA,L-685458,1.537013822,2.64934516
SIMA,Lapatinib,2.079441542,3.487139702
SIMA,LBW242,2.079441542,5.108865738
SIMA,Nilotinib,2.079441542,3.315762281
SIMA,Nutlin-3,2.079441542,3.321452618
SIMA,Paclitaxel,-5.974562593,-2.873450994
SIMA,Panobinostat,-2.835664233,-4.094454765
SIMA,PD-0325901,0.291182777,2.797356606
SIMA,PD-0332991,2.079441542,3.338754892
SIMA,PF2341066,2.079441542,1.350102663
SIMA,PHA-665752,2.079441542,3.036182404
SIMA,PLX4720,2.079441542,4.649190426
SIMA,RAF265,1.177235729,3.342013597
SIMA,Sorafenib,1.55128587,1.902371764
SIMA,TAE684,-0.177244374,1.075921655
SIMA,TKI258,0.292722609,3.310053587
SIMA,Topotecan,-3.156295611,-1.402166128
SIMA,ZD-6474,2.079441542,3.807041407
GMS-10,17-AAG,-1.405266181,-0.040275715
GMS-10,AEW541,2.079441542,3.728019476
GMS-10,AZD0530,2.079441542,0.8292225
GMS-10,AZD6244,2.079441542,4.796815872
GMS-10,Erlotinib,2.079441542,3.743324041
GMS-10,Irinotecan,1.028641065,2.371865511
GMS-10,L-685458,2.079441542,3.05519104
GMS-10,Lapatinib,2.079441542,4.314006805
GMS-10,LBW242,2.079441542,4.860208035
GMS-10,Nilotinib,2.079441542,4.385482311
GMS-10,Nutlin-3,2.079441542,3.793611765
GMS-10,Paclitaxel,-4.581593611,-2.415559053
GMS-10,Panobinostat,-1.583278659,-2.420588732
GMS-10,PD-0325901,2.079441542,1.933814168
GMS-10,PD-0332991,2.079441542,4.627891541
GMS-10,PF2341066,2.079441542,3.573198318
GMS-10,PHA-665752,2.079441542,2.644318819
GMS-10,PLX4720,2.079441542,4.219182491
GMS-10,RAF265,1.654096501,3.823591948
GMS-10,Sorafenib,2.079441542,3.147937775
GMS-10,TAE684,1.83762389,0.071147688
GMS-10,TKI258,2.079441542,3.562644482
GMS-10,Topotecan,1.49755988,-0.063555978
GMS-10,ZD-6474,2.079441542,3.161194563
ALL-SIL,17-AAG,-0.336377172,-0.121903442
ALL-SIL,AEW541,0.939419772,1.836796641
ALL-SIL,AZD0530,-1.56332363,1.618715882
ALL-SIL,AZD6244,2.079441542,3.829154491
ALL-SIL,Erlotinib,1.935908641,2.476004362
ALL-SIL,Irinotecan,-3.768386275,0.238892108
ALL-SIL,L-685458,-1.10472803,1.199902654
ALL-SIL,Lapatinib,1.98643355,2.652282953
ALL-SIL,LBW242,2.079441542,3.669427633
ALL-SIL,Nilotinib,-5.825238159,0.862550437
ALL-SIL,Nutlin-3,2.079441542,2.769868612
ALL-SIL,Paclitaxel,-5.991464547,-4.442661762
ALL-SIL,Panobinostat,-4.919645205,-5.145385265
ALL-SIL,PD-0325901,2.079441542,1.554182649
ALL-SIL,PD-0332991,2.079441542,1.42655623
ALL-SIL,PF2341066,-0.222223665,0.719366968
ALL-SIL,PHA-665752,1.499172828,2.402162552
ALL-SIL,PLX4720,1.937782764,2.437298059
ALL-SIL,RAF265,0.179195319,2.646942616
ALL-SIL,Sorafenib,0.980005684,0.530734718
ALL-SIL,TAE684,-0.076716792,-0.026557855
ALL-SIL,TKI258,0.953737009,2.517947435
ALL-SIL,Topotecan,-4.748468665,-2.203159571
ALL-SIL,ZD-6474,-0.167597187,2.546692848
Capan-2,17-AAG,-3.07638357,-0.005404048
Capan-2,AEW541,-0.837603291,3.499570131
Capan-2,AZD0530,0.098545936,2.566438913
Capan-2,AZD6244,-0.685719723,2.647602558
Capan-2,Erlotinib,2.079441542,3.502030134
Capan-2,Irinotecan,-0.132925584,3.989701509
Capan-2,L-685458,2.079441542,4.117516041
Capan-2,Lapatinib,2.079441542,3.604512453
Capan-2,LBW242,2.079441542,5.832828045
Capan-2,Nilotinib,-2.76549735,4.418313026
Capan-2,Nutlin-3,2.079441542,4.790378094
Capan-2,Paclitaxel,-5.974562593,-0.867210269
