cell_name,cell_idx,drug_name,IC50,test_pred
HCE-4,1,SNX-2112,2.779486,2.120680571
HCE-4,1,Sorafenib,2.685009,2.343845129
HCE-4,1,Sphingosine Kinase 1 Inhibitor II,3.113489,3.245221853
HCE-4,1,Staurosporine,-2.941823,-3.293663263
HCE-4,1,STF-62247,4.602858,4.719444752
HCE-4,1,SU11274,3.627751,3.47736454
HCE-4,1,Sunitinib,1.50077,1.939996362
HCE-4,1,T0901317,4.4139,4.283259869
HCE-4,1,TAK-715,3.811482,4.940767288
HCE-4,1,Talazoparib,2.932207,2.11077714
HCE-4,1,Tamoxifen,4.643809,3.516434431
HCE-4,1,Tanespimycin,-0.590357,-1.226492643
HCE-4,1,Taselisib,2.564606,1.932551622
HCE-4,1,Telomerase Inhibitor IX,1.413418,0.319645137
HCE-4,1,Temozolomide,5.849267,5.666551113
HCE-4,1,Temsirolimus,1.651034,0.804953218
HCE-4,1,Tenovin-6,2.166849,2.398260593
HCE-4,1,Thapsigargin,-5.343204,-4.809730053
HCE-4,1,Tipifarnib,0.815582,0.230206668
HCE-4,1,Tivozanib,0.480356,0.25526914
HCE-4,1,Torin 2,-0.576515,-0.475469172
HCE-4,1,Tozasertib,2.682701,1.936110377
HCE-4,1,TPCA-1,5.066768,4.317315578
HCE-4,1,Trametinib,2.006632,2.011461496
HCE-4,1,Tretinoin,3.688958,3.445415497
HCE-4,1,Trichostatin A,-1.964855,-1.229299903
HCE-4,1,Tubastatin A,5.278426,4.928732395
HCE-4,1,TW 37,-0.635756,-0.090753965
HCE-4,1,TWS119,2.161791,2.650441885
HCE-4,1,Ulixertinib,4.265661,3.139603853
HCE-4,1,UNC0638,2.962555,3.845690966
HCE-4,1,UNC0642,1.521813,1.665984631
HCE-4,1,UNC1215,1.992644,1.984186769
HCE-4,1,Uprosertib,3.932584,2.985987663
HCE-4,1,VE-822,1.336233,2.722013235
HCE-4,1,VE821,4.778717,3.201506853
HCE-4,1,Veliparib,4.619867,4.409167767
HCE-4,1,Venetoclax,3.655359,3.222630739
HCE-4,1,Vinblastine,-4.217637,-4.044694901
HCE-4,1,Vinorelbine,-3.077385,-3.248972178
HCE-4,1,Vismodegib,3.970261,4.214245319
HCE-4,1,VNLG/124,3.76851,3.660515308
HCE-4,1,Vorinostat,1.43321,1.88681519
HCE-4,1,Voxtalisib,4.102823,4.016026497
HCE-4,1,VX-11e,3.149097,3.312464476
HCE-4,1,VX-702,2.168279,2.782603264
HCE-4,1,Wee1 Inhibitor,1.471261,1.382994175
HCE-4,1,WEHI-539,4.553688,3.852808714
HCE-4,1,WH-4-023,1.858811,-0.004270487
HCE-4,1,WHI-P97,4.619371,4.710386753
HCE-4,1,WIKI4,4.717029,3.286488295
HCE-4,1,Wnt-C59,2.764219,3.412452459
HCE-4,1,WYE-125132,0.704853,0.86549139
HCE-4,1,WZ-1-84,3.61986,3.411734819
HCE-4,1,WZ3105,2.761486,2.959783554
HCE-4,1,WZ4003,4.163195,3.809920549
HCE-4,1,XAV939,4.566435,3.603127718
HCE-4,1,XMD13-2,4.885453,4.549920559
HCE-4,1,XMD14-99,4.51797,4.585409641
HCE-4,1,Y-39983,4.995483,4.568207264
HCE-4,1,YK-4-279,2.293933,1.579098463
HCE-4,1,YM201636,3.92716,3.499896049
HCE-4,1,Z-LLNle-CHO,-0.438442,0.182834268
HCE-4,1,Zibotentan,5.28575,5.040670872
HCE-4,1,ZM447439,3.105903,2.177000523
HCE-4,1,ZSTK474,2.01279,2.752556801
K5,2,(5Z)-7-Oxozeaenol,-3.897539,-1.72944665
K5,2,5-azacytidine,1.717429,2.567799091
K5,2,5-Fluorouracil,2.450998,3.869173527
K5,2,A-366,4.094435,4.815660954
K5,2,A-443654,-0.733286,-0.987202466
K5,2,A-770041,1.638925,0.795868397
K5,2,A-83-01,4.176315,3.863177061
K5,2,ABT737,3.46767,2.805313349
K5,2,Acetalax,6.006485,5.492976189
K5,2,ACY-1215,1.84958,2.076733589
K5,2,Afatinib,2.409872,2.307523727
K5,2,Afuresertib,0.999165,2.180330515
K5,2,AGI-5198,5.215158,4.844957829
K5,2,AGI-6780,4.457981,4.856630325
K5,2,AGK2,4.707814,3.597347498
K5,2,AICA Ribonucleotide,7.36379,7.972261906
K5,2,AKT inhibitor VIII,2.652549,2.725157499
K5,2,Alectinib,3.555603,4.105964661
K5,2,Alisertib,0.181107,1.182238817
K5,2,Alpelisib,1.776137,2.679812193
K5,2,alpha-lipoic acid,7.682143,7.737631321
K5,2,AMG-319,5.534186,4.537889004
K5,2,Amuvatinib,5.188296,4.318157196
K5,2,Apitolisib,-0.866759,-0.572638035
K5,2,AR-42,-0.556295,0.124237575
K5,2,Ara-G,5.320416,5.359945297
K5,2,ARRY-520,-3.993777,-3.054276705
K5,2,AS601245,2.025832,2.167824507
K5,2,AS605240,2.311854,2.369840384
K5,2,AST-1306,0.310774,1.102529883
K5,2,AT-7519,1.669322,2.05882144
K5,2,AT13148,1.917002,2.524309874
K5,2,AT7867,2.672305,2.087271929
K5,2,Avagacestat,4.962629,4.549148083
K5,2,Axitinib,2.743212,3.187260389
K5,2,AZ20,-0.130096,-0.218372941
K5,2,AZ6102,1.982137,2.599670887
K5,2,AZ628,-2.198543,-1.30612731
K5,2,AZ960,0.862592,0.444032103
K5,2,AZD1208,5.352464,4.62572813
K5,2,AZD1332,2.991568,2.018660069
K5,2,AZD1480,1.031482,0.892098784
K5,2,AZD2014,-0.344031,0.184402615
K5,2,AZD3514,3.146062,3.452057123
K5,2,AZD3759,2.738968,3.142534971
K5,2,AZD4547,4.012937,3.452025175
K5,2,AZD4877,-4.502055,-4.463459492
K5,2,AZD5153,-0.753691,-0.326614976
K5,2,AZD5363,1.799032,1.824651837
K5,2,AZD5438,0.424635,1.217920303
K5,2,AZD5582,0.824158,2.332193851
K5,2,AZD5991,5.00103,4.951012135
K5,2,AZD6094,3.139431,3.037154913
K5,2,AZD6482,1.396268,1.588517785
K5,2,AZD6738,2.40278,1.690199494
K5,2,AZD7762,0.563193,-0.02592995
K5,2,AZD8055,-2.008549,-1.432984948
K5,2,AZD8186,2.921561,1.957778811
K5,2,AZD8835,0.222734,2.22658515
K5,2,AZD8931,1.437928,3.069148779
K5,2,BAM7,4.862676,4.413285732
K5,2,BAY-61-3606,1.453451,2.130477667
K5,2,Belinostat,0.301752,0.538744569
K5,2,BEN,5.108816,3.84561038
K5,2,Bexarotene,2.61096,2.792973995
K5,2,BI-2536,0.174526,-0.882825673
K5,2,BIBF-1120,4.352917,2.230910301
K5,2,BIBR-1532,5.686792,5.055315495
K5,2,Bicalutamide,3.112263,4.24285078
K5,2,BIX02189,4.048153,4.488255978
K5,2,Bleomycin,1.854608,1.769619107
K5,2,BMS-345541,4.628193,3.648670673
K5,2,BMS-509744,3.824875,2.880078077
K5,2,BMS-536924,2.802365,1.0787431
K5,2,BMS-754807,2.273876,1.267061353
K5,2,Bortezomib,-4.569953,-5.363337994
K5,2,Bosutinib,2.084088,2.251406908
K5,2,BPTES,4.155322,3.013842583
K5,2,Bromosporine,1.673456,1.504534245
K5,2,Bryostatin 1,-2.915435,-3.443610191
K5,2,Buparlisib,0.493227,0.513316393
K5,2,BX-912,2.982281,2.782638073
K5,2,BX795,1.350214,1.044200301
K5,2,C-75,3.25069,4.369398594
K5,2,Cabozantinib,2.802692,2.347639561
K5,2,Camptothecin,-2.345634,-2.290600061
K5,2,Capivasertib,-0.553718,1.824651837
K5,2,CAY10566,3.309588,3.018941641
K5,2,CAY10603,0.685126,1.152166009
K5,2,CCT-018159,2.123837,3.236600637
K5,2,CCT007093,3.6968,5.180517197
K5,2,CCT245232,-4.865478,-3.821260214
K5,2,CD532,0.40954,-0.113867126
K5,2,Cediranib,1.8527,1.771052122
K5,2,CGP-082996,3.37688,2.578008413
K5,2,CGP-60474,-3.457247,-2.781077147
K5,2,CHIR-99021,2.00396,3.698353052
K5,2,CI-1033,2.619907,1.906161904
K5,2,CI-1040,-0.919785,-0.264832973
K5,2,Cisplatin,2.833171,2.551599503
K5,2,CMK,2.201815,1.739070892
K5,2,CP466722,2.432825,2.388606787
K5,2,CP724714,4.638015,4.722574711
K5,2,CPI-613,4.585994,4.995365143
K5,2,CPI-637,2.856332,4.179615021
K5,2,Crizotinib,1.791969,1.483879685
K5,2,CRT0105950,1.474354,1.63073504
K5,2,CUDC-101,-0.415021,0.010960259
K5,2,CX-5461,4.30562,3.979993582
K5,2,Cyclopamine,5.381598,4.75483942
K5,2,Cyclophosphamide,4.722099,5.289347172
K5,2,Cytarabine,1.561114,0.619034708
K5,2,CZC24832,5.700391,5.062229633
K5,2,Dabrafenib,-1.127657,0.20060119
K5,2,Dacarbazine,5.899687,5.513332367
K5,2,Dacinostat,-3.095015,-2.708858728
K5,2,Dactinomycin,-6.215644,-5.667006016
K5,2,Dactolisib,-3.286618,-2.703407288
K5,2,Daporinad,-2.238645,-1.19622004
K5,2,Dasatinib,-0.96492,-0.943041503
K5,2,Dihydrorotenone,1.64894,2.500272751
K5,2,Dinaciclib,-3.34697,-3.461813211
K5,2,DMOG,5.165473,5.869149685
K5,2,Docetaxel,-4.299158,-4.097914696
K5,2,Doramapimod,4.933473,4.840824604
K5,2,Doxorubicin,-3.663752,-1.923469186
K5,2,EHT-1864,4.019997,4.65253973
K5,2,Elephantin,1.345842,3.458912611
K5,2,Elesclomol,-4.757214,-3.492149591
K5,2,Embelin,3.231519,2.51586628
K5,2,Entinostat,1.732912,1.446307421
K5,2,Entospletinib,2.671582,2.647984028
K5,2,Enzastaurin,3.779948,3.738921165
K5,2,Epirubicin,-1.838686,-1.923469186
K5,2,Epothilone B,-5.359531,-5.371629238
K5,2,EPZ004777,5.548713,5.199145794
K5,2,EPZ5676,5.960936,5.399659634
K5,2,Erlotinib,3.630434,3.578392267
K5,2,Etoposide,2.32283,2.148576498
K5,2,ETP-45835,5.344227,5.086731434
K5,2,Fedratinib,2.769114,2.606103182
K5,2,FH535,1.502074,1.514351845
K5,2,Flavopiridol,-1.87167,-1.494809866
K5,2,Fludarabine,3.99394,4.141638279
K5,2,FMK,5.369254,4.919656277
K5,2,Foretinib,1.323342,-0.181401551
K5,2,FR-180204,4.076323,4.898285389
K5,2,FTI-277,0.9273,1.659139514
K5,2,FTY-720,1.861861,1.98235929
K5,2,Fulvestrant,5.007516,4.506682873
K5,2,Gallibiscoquinazole,3.144625,2.726344347
K5,2,GDC0810,4.008323,5.335220337
K5,2,Gefitinib,3.625722,3.498272181
K5,2,Gemcitabine,-0.259089,-1.176865697
K5,2,glutathione,8.043999,8.882152557
K5,2,GNE-317,-0.289362,-0.433844566
K5,2,GNF-2,2.518352,2.194856405
K5,2,GSK-J4,2.844653,3.527858973
K5,2,GSK-LSD1,2.879325,2.669746161
K5,2,GSK1059615,-2.361898,-2.073259115
K5,2,GSK1070916,2.868028,2.029018641
K5,2,GSK1904529A,4.575282,4.856534004
K5,2,GSK2110183B,2.210521,2.180330515
K5,2,GSK2578215A,4.984889,5.028162479
K5,2,GSK2606414,3.61674,3.787385464
K5,2,GSK269962A,1.005632,1.343669415
K5,2,GSK2801,5.238725,5.032156467
K5,2,GSK2830371,5.767461,5.439181805
K5,2,GSK319347A,4.073257,4.212469101
K5,2,GSK343,5.766836,3.710447073
K5,2,GSK429286A,5.316421,4.473342896
K5,2,GSK591,5.169391,4.325033665
K5,2,GSK650394,3.176246,3.309458494
K5,2,GSK690693,3.777388,4.065222263
K5,2,GW-2580,5.194578,5.210149288
K5,2,GW441756,4.085486,3.962681055
K5,2,GW843682X,-2.618779,-2.289465189
K5,2,HG-5-113-01,0.956678,1.027511716
K5,2,HG-5-88-01,2.576659,3.096014738
K5,2,HG6-64-1,0.378101,-0.345227033
K5,2,I-BET-151,0.483707,0.527138472
K5,2,I-BET-762,1.914152,2.020008087
K5,2,I-BRD9,4.045448,4.63064003
K5,2,I-CBP112,4.229434,4.235668659
K5,2,Ibrutinib,4.167507,3.71546483
K5,2,IC-87114,5.368568,4.800690174
K5,2,ICL-SIRT078,5.720494,4.015062332
K5,2,Idelalisib,3.883746,3.98792696
K5,2,Imatinib,2.898291,2.763450146
K5,2,IMD-0354,-1.367641,-0.584552407
K5,2,IOX2,-0.632338,0.758392215
K5,2,IPA-3,5.839258,4.014377594
K5,2,Ipatasertib,2.55019,2.689001322
K5,2,Irinotecan,2.789743,2.258612156
K5,2,Ispinesib Mesylate,-2.710155,-1.503200889
K5,2,IWP-2,2.97579,3.292324305
K5,2,JNJ38877605,4.603738,3.705860376
K5,2,JNK Inhibitor VIII,5.406471,5.015045643
K5,2,JQ1,-0.126012,0.681588948
K5,2,JQ12,0.193763,0.868532896
K5,2,JW-7-24-1,0.797463,1.809285283
K5,2,kb NB 142-70,2.036251,2.553907394
K5,2,KIN001-244,2.354812,3.539618254
K5,2,KIN001-266,2.698152,3.847336769
K5,2,KIN001-270,3.363412,4.788889408
K5,2,Kobe2602,4.842771,4.336760998
K5,2,KU-55933,5.323914,5.266948223
K5,2,KU-60019,2.475142,2.801419973
K5,2,L-Oxonoreleagnine,3.909134,4.141569614
K5,2,Lapatinib,3.450862,3.641580343
K5,2,LCL161,4.66384,4.445802212
K5,2,LDN-193189,0.176132,0.2855919
K5,2,Leflunomide,4.009661,5.203294754
K5,2,Lenalidomide,5.56856,5.61869669
K5,2,Lestaurtinib,-0.940949,-0.749528408
K5,2,LFM-A13,4.493937,4.400117397
K5,2,LGK974,4.672281,5.241310596
K5,2,LIMK1 inhibitor BMS4,4.852483,4.37505722
K5,2,Linifanib,2.303137,1.243178487
K5,2,Linsitinib,4.874269,4.630170345
K5,2,LJI308,5.671039,4.583717823
K5,2,LMP744,-0.755123,0.059695669
K5,2,Luminespib,-4.459882,-4.20616436
K5,2,LY2109761,4.831457,4.757404327
K5,2,Masitinib,2.914221,3.753968
K5,2,Methotrexate,-1.62316,1.28214252
K5,2,MG-132,-1.228558,-1.475993276
K5,2,Midostaurin,-1.194559,-1.91587913
K5,2,MIM1,4.89841,3.983961344
K5,2,MIRA-1,4.611321,5.413632393
K5,2,Mitomycin-C,0.542741,-0.705861688
K5,2,Mitoxantrone,1.21504,1.077690125
K5,2,MK-1775,1.320038,0.678988636
K5,2,MK-2206,2.152316,1.915409088
K5,2,MK-8776,4.806866,3.373800516
K5,2,ML323,4.89369,5.478344917
K5,2,MN-64,4.954075,4.569155216
K5,2,Motesanib,5.767461,5.677356243
K5,2,Mycophenolic acid,0.251057,0.883840203
K5,2,N-acetyl cysteine,9.390645,9.569908142
K5,2,Navitoclax,2.988581,2.78333354
K5,2,Nelarabine,6.098641,6.073500633
K5,2,NG-25,2.242687,2.523204565
K5,2,Nilotinib,3.085912,3.046358347
K5,2,Niraparib,3.170872,4.182792187
K5,2,NPK76-II-72-1,4.188148,3.382123709
K5,2,NSC-207895,5.280579,4.383563995
K5,2,NSC-87877,5.144577,4.626689911
K5,2,NSC319726,-0.558394,-1.558170915
K5,2,NU7441,2.514147,2.226978064
K5,2,NVP-ADW742,3.341724,2.5681777
K5,2,NVP-BHG712,3.098341,2.581815481
K5,2,NVP-TAE684,-0.238099,0.438367724
K5,2,Obatoclax Mesylate,-0.38661,-0.976901352
K5,2,OF-1,5.661346,5.353578091
K5,2,Olaparib,4.022764,4.479059696
K5,2,Omipalisib,-3.800488,-2.817912817
K5,2,OSI-027,-0.08413,1.324913621
K5,2,OSI-930,4.430748,4.366152287
K5,2,Osimertinib,2.181835,2.484172106
K5,2,OSU-03012,2.22599,2.443776131
K5,2,OTX015,-0.055095,0.773375809
K5,2,Oxaliplatin,4.0466,4.213479042
K5,2,P22077,4.362946,4.891372681
K5,2,PAC-1,1.984885,1.972533584
K5,2,Paclitaxel,-2.971616,-4.085134983
K5,2,Palbociclib,2.18364,2.510185003
K5,2,Panobinostat,-3.050687,-2.526661634
K5,2,Parthenolide,2.25676,3.099606276
K5,2,Pazopanib,3.842015,2.579429865
K5,2,PCI-34051,4.004393,4.347574711
K5,2,PD0325901,-2.786045,-2.884302855
K5,2,PD173074,4.238594,3.238239288
K5,2,Pelitinib,3.724645,3.142637968
K5,2,Pemetrexed,3.39961,3.040620089
K5,2,Pevonedistat,1.679132,0.816307545
K5,2,PF-00299804,2.275999,1.747319937
K5,2,PF-4708671,2.645643,3.835067511
K5,2,PF-562271,1.790741,1.474596262
K5,2,PFI-1,3.704571,3.848890066
K5,2,PFI-3,4.57474,5.003908157
K5,2,PFI3,5.323892,5.003908157
K5,2,PHA-665752,3.039122,2.85380125
K5,2,PHA-793887,4.497012,3.592966557
K5,2,Phenformin,9.290472,8.429633141
K5,2,Pictilisib,0.036135,0.034009881
K5,2,PIK-93,2.24645,3.147862673
K5,2,Pilaralisib,2.270207,3.080446005
K5,2,Piperlongumine,0.829996,1.379939318
K5,2,PLX-4720,1.250066,1.178175807
K5,2,Podophyllotoxin bromide,-1.726731,-1.167103887
K5,2,POMHEX,1.075933,1.616098642
K5,2,Ponatinib,0.103736,-1.052040696
K5,2,PRIMA-1MET,2.50008,3.379153013
K5,2,PRT062607,3.035543,2.472542524
K5,2,Pyridostatin,3.4788,3.688451529
K5,2,Pyrimethamine,3.84622,3.664973021
K5,2,QL-X-138,1.625134,1.851552606
K5,2,QL-XI-92,4.549773,4.131138325
K5,2,QL-XII-47,-0.293846,1.686497569
K5,2,QS11,3.060091,3.506780863
K5,2,Quizartinib,2.396883,1.783217549
K5,2,Rapamycin,-1.364656,-2.742068291
K5,2,Refametinib,-1.32344,-0.981206596
K5,2,Ribociclib,2.846941,3.671881914
K5,2,RO-3306,4.105403,3.421718836
K5,2,Romidepsin,-6.941006,-5.409369469
K5,2,RU-SKI 43,4.978901,4.69163084
K5,2,Rucaparib,3.529064,4.025253296
K5,2,Ruxolitinib,5.202089,4.916912556
K5,2,RVX-208,4.383365,4.850227833
K5,2,S-Trityl-L-cysteine,-0.069163,1.186442256
K5,2,Sabutoclax,-0.333304,-0.399891198
K5,2,Salubrinal,3.155854,3.805301905
K5,2,Sapitinib,4.56608,3.069148779
K5,2,Saracatinib,2.116794,1.56287539
K5,2,Savolitinib,3.201876,3.037154913
K5,2,SB216763,4.284295,5.088682652
K5,2,SB505124,3.907858,4.166698933
K5,2,SB52334,4.845104,4.157493591
K5,2,SB590885,2.039075,2.656293154
K5,2,SCH772984,0.591003,-0.290172279
K5,2,Schweinfurthin A,-0.209801,0.569223106
K5,2,Seliciclib,3.413976,4.247905254
K5,2,Selisistat,4.705352,5.095154285
K5,2,Selumetinib,0.435955,-0.421241224
K5,2,Sepantronium bromide,-3.788431,-3.327965021
K5,2,Serdemetan,3.599813,3.849379539
K5,2,SGC-CBP30,3.839142,4.236493111
K5,2,SGC0946,1.112876,2.348139048
K5,2,Shikonin,-0.290675,-0.847577929
K5,2,Sinularin,3.854484,3.935359478
K5,2,SL0101,4.467469,4.452878475
K5,2,SN-38,-2.664559,-2.863754034
K5,2,Sorafenib,2.876676,2.724542379
K5,2,Sphingosine Kinase 1 Inhibitor II,3.087965,3.42848134
K5,2,Staurosporine,-4.571393,-4.824710369
K5,2,STF-62247,4.101521,4.589014053
K5,2,SU11274,4.694637,3.603344679
K5,2,Sunitinib,2.136137,2.380295038
K5,2,T0901317,4.699824,4.44738245
K5,2,TAK-715,5.36865,4.729029179
K5,2,Talazoparib,2.018331,2.560569763
K5,2,Tamoxifen,4.656658,4.554766178
K5,2,Tanespimycin,-1.449213,-2.566628933
K5,2,Taselisib,-0.708046,0.719901741
K5,2,Telomerase Inhibitor IX,-0.138918,0.384651303
K5,2,Temozolomide,5.992963,5.925782681
K5,2,Temsirolimus,-2.492904,-0.547699332
K5,2,Teniposide,1.027574,0.789655507
K5,2,Tenovin-6,1.662717,1.889543056
K5,2,TGX221,4.125203,3.155445337
K5,2,Thapsigargin,-0.919751,-4.665080547
K5,2,Tipifarnib,2.161429,1.360362768
K5,2,Tivozanib,0.294895,-0.55600673
K5,2,Topotecan,0.976098,0.225628078
K5,2,Torin 2,-2.282677,-2.600575924
K5,2,torin2,-4.283123,-2.600575924
K5,2,Tozasertib,0.021946,1.475188136
K5,2,TPCA-1,3.752189,3.523846149
K5,2,Trametinib,-3.166444,-4.687987804
K5,2,Tretinoin,4.67118,4.252669334
K5,2,Trichostatin A,-1.779277,-1.337746024
K5,2,Tubastatin A,4.485972,4.676528454
K5,2,TW 37,0.65505,-0.590293944
K5,2,TWS119,2.200482,1.803245425
K5,2,Ulixertinib,1.193937,1.392154455
K5,2,UMI-77,4.317287,2.994357824
K5,2,UNC0379,2.656882,3.633921862
K5,2,UNC0638,4.705347,4.111595631
K5,2,UNC0642,1.574424,1.435154796
K5,2,UNC1215,2.00475,2.151329756
K5,2,Uprosertib,2.711879,2.117891312
K5,2,VE-822,3.711961,3.32888937
K5,2,VE821,3.37402,3.897083998
K5,2,Veliparib,5.116181,5.314690113
K5,2,Venetoclax,3.890681,3.135318518
K5,2,Vinblastine,-4.625458,-4.676707745
K5,2,Vinorelbine,-2.788385,-3.936249018
K5,2,Vismodegib,5.378278,5.019402981
K5,2,VNLG/124,3.668413,3.813665867
K5,2,Vorinostat,1.373979,1.385979891
K5,2,Voxtalisib,4.270783,3.835038185
K5,2,VX-11e,2.583184,1.190605879
K5,2,VX-702,2.977812,2.683204889
K5,2,Wee1 Inhibitor,2.361576,1.656230211
K5,2,WEHI-539,4.155641,4.301783085
K5,2,WH-4-023,2.251018,0.286804557
K5,2,WHI-P97,4.181485,4.496230602
K5,2,WIKI4,3.873413,3.984761
K5,2,Wnt-C59,5.237343,4.911446095
K5,2,WYE-125132,-3.298053,-1.246830583
K5,2,WZ-1-84,4.368162,3.482882738
K5,2,WZ3105,3.062873,1.341429114
K5,2,WZ4003,2.50123,3.781783342
K5,2,XAV939,4.611307,3.798996687
K5,2,XMD11-85h,3.651908,3.389705896
K5,2,XMD13-2,3.619578,3.656475544
K5,2,XMD14-99,4.687859,4.526491642
K5,2,XMD8-85,2.540563,2.356960535
K5,2,XMD8-92,2.01451,3.028264284
K5,2,Y-39983,4.153148,4.397194862
K5,2,YK-4-279,1.333567,1.370644331
K5,2,YM201636,1.929193,2.252690792
K5,2,Z-LLNle-CHO,1.074484,-0.212764859
K5,2,ZG-10,1.508264,0.821252406
K5,2,Zibotentan,4.952391,5.414459705
K5,2,ZM447439,2.77899,1.524557471
K5,2,Zoledronate,4.148823,4.268873215
K5,2,ZSTK474,-0.164764,1.203450441
HLE,3,(5Z)-7-Oxozeaenol,-0.134738,0.709122002
HLE,3,5-azacytidine,2.41681,2.712302446
HLE,3,5-Fluorouracil,5.036681,4.48700285
HLE,3,A-366,4.460171,4.816333294
HLE,3,A-83-01,4.015801,4.041409492
HLE,3,ABT737,2.651121,2.689299822
HLE,3,Acetalax,4.099453,4.983823299
HLE,3,ACY-1215,3.00925,1.89042604
HLE,3,Afatinib,2.180349,2.196044922
HLE,3,Afuresertib,3.687102,4.042340755
HLE,3,AGI-5198,4.789741,4.662539482
HLE,3,AGI-6780,3.341584,3.889054537
HLE,3,AGK2,3.200003,2.950083733
HLE,3,AICA Ribonucleotide,7.16692,7.251312256
HLE,3,AKT inhibitor VIII,2.641234,3.09755826
HLE,3,Alectinib,3.407371,3.364397049
HLE,3,Alisertib,1.776106,1.239820719
HLE,3,Alpelisib,5.033927,4.430699348
HLE,3,alpha-lipoic acid,7.513439,7.817641735
HLE,3,AMG-319,5.297099,4.758038998
HLE,3,Amuvatinib,3.006043,3.567979336
HLE,3,Apitolisib,1.604252,0.674979627
HLE,3,AR-42,-0.035854,-0.556018174
HLE,3,Ara-G,5.582977,5.047263622
HLE,3,ARRY-520,-4.333699,-3.39212656
HLE,3,AS601245,1.026589,1.342508674
HLE,3,AS605240,4.171555,3.405910015
HLE,3,AST-1306,1.021581,1.39829123
HLE,3,AT-7519,1.037156,1.302575946
HLE,3,AT13148,5.209064,4.210372448
HLE,3,AT7867,3.833969,3.150106907
HLE,3,Avagacestat,4.927386,4.848397255
HLE,3,Axitinib,2.657638,3.036576748
HLE,3,AZ20,0.085887,0.417508781
HLE,3,AZ6102,3.467475,2.677778244
HLE,3,AZ960,0.333289,1.721620083
HLE,3,AZD1208,5.052313,5.114459515
HLE,3,AZD1332,2.036558,3.693503141
HLE,3,AZD1480,0.223564,1.245000362
HLE,3,AZD2014,1.560016,2.605975866
HLE,3,AZD3514,3.281211,2.897038221
HLE,3,AZD3759,2.860065,2.829985619
HLE,3,AZD4547,2.563317,2.968575239
HLE,3,AZD4877,-3.602054,-4.808078289
HLE,3,AZD5153,0.504107,1.712242484
HLE,3,AZD5363,3.815291,3.591335058
HLE,3,AZD5438,1.083577,2.11882472
HLE,3,AZD5582,2.289213,2.21467495
HLE,3,AZD5991,3.791216,4.801826
HLE,3,AZD6094,2.725517,2.366146326
HLE,3,AZD6482,3.691006,2.43554306
HLE,3,AZD6738,2.029685,1.848461986
HLE,3,AZD7762,0.528847,-0.123945482
HLE,3,AZD8055,-0.753364,0.618762434
HLE,3,AZD8186,4.681411,3.859153032
HLE,3,AZD8835,3.222582,2.829579592
HLE,3,AZD8931,1.799007,3.018362284
HLE,3,BAM7,4.793976,4.539310932
HLE,3,BAY-61-3606,0.905246,1.316325188
HLE,3,Belinostat,-0.74878,-0.265976876
HLE,3,BEN,-0.163137,3.2830019
HLE,3,Bexarotene,3.129177,2.725906134
HLE,3,BI-2536,-1.808933,-2.077878714
HLE,3,BIBF-1120,3.875276,2.498689651
HLE,3,BIBR-1532,5.002846,4.886675835
HLE,3,Bicalutamide,4.754233,3.935510874
HLE,3,BIX02189,3.794083,3.857495546
HLE,3,Bleomycin,1.884439,1.704102874
HLE,3,BMS-345541,3.558043,3.598473787
HLE,3,BMS-536924,1.897218,2.234894514
HLE,3,BMS-754807,2.84875,2.269193411
HLE,3,Bortezomib,-5.218833,-4.688179016
HLE,3,Bosutinib,2.962906,2.7667377
HLE,3,BPTES,2.828465,3.295698404
HLE,3,Bromosporine,1.985657,2.95131731
HLE,3,Bryostatin 1,-2.253936,-3.055667639
HLE,3,Buparlisib,1.034761,1.174757242
HLE,3,BX-912,1.790105,2.609329939
HLE,3,BX795,1.583717,1.391962171
HLE,3,C-75,4.004943,4.212497234
HLE,3,Cabozantinib,2.453088,2.535875082
HLE,3,Camptothecin,-3.36609,-3.211832523
HLE,3,Capivasertib,4.455625,3.591335058
HLE,3,CAY10566,3.515071,2.571750879
HLE,3,CAY10603,-0.183164,0.466651917
HLE,3,CCT-018159,3.352615,2.318671942
HLE,3,CCT007093,3.844092,5.168406487
HLE,3,CCT245232,-3.438126,-2.852311373
HLE,3,CD532,-0.46308,0.230637074
HLE,3,Cediranib,1.406338,2.314142466
HLE,3,CHIR-99021,3.438106,3.393473864
HLE,3,CI-1033,2.004813,1.982418895
HLE,3,CI-1040,2.180198,1.997564912
HLE,3,Cisplatin,2.622104,2.282691717
HLE,3,CP466722,1.784097,2.399068356
HLE,3,CP724714,3.356968,4.056554317
HLE,3,CPI-613,5.36972,5.18853426
HLE,3,CPI-637,5.260096,4.406891346
HLE,3,Crizotinib,2.928633,2.696795225
HLE,3,CRT0105950,1.2799,2.331649303
HLE,3,CUDC-101,-1.285962,-0.477842867
HLE,3,CX-5461,3.592584,2.463685036
HLE,3,Cyclophosphamide,5.227519,5.150948048
HLE,3,Cytarabine,2.534327,1.030870438
HLE,3,CZC24832,5.819146,4.954154491
HLE,3,Dabrafenib,5.601671,4.665920734
HLE,3,Dacarbazine,5.114597,5.416829109
HLE,3,Dacinostat,-2.76111,-3.093158007
HLE,3,Dactinomycin,-4.427457,-5.045247555
HLE,3,Dactolisib,-0.62038,-1.299660444
HLE,3,Daporinad,-5.430862,-4.098931313
HLE,3,Dasatinib,0.806491,-0.146460593
