cell_name,drug_name,IC50,test_pred,
786-O,ARQ-621,0.138155106,-1.103496075,
786-O,AT-13148,-0.828930633,2.211093426,
786-O,VX-322,0.50656872,2.936733723,
786-O,SAR-125844,0.921034037,3.29851079,
786-O,LY-2874455,-1.381551056,3.030499697,
786-O,Lestaurtinib,-1.542732012,-0.111468263,
786-O,LY-2801653,4.605170186,2.305943489,
786-O,LY-2090314,1.11675377,3.318272114,
786-O,ARRY-520 Isomer A,-4.605170186,-3.465671778,
786-O,ARRY-520 Isomer A,-2.866718441,-3.465671778,
786-O,Pelitrexol isomer A,-4.605170186,1.778170586,
786-O,Pelitrexol isomer B,-4.605170186,1.778170586,
786-O,XL-888,-1.888119776,1.977751136,
786-O,IPI-145,0.356900689,2.621518373,
786-O,ARRY-704,4.432476304,0.745380044,
786-O,IDH-C227,2.809153813,4.285411835,
786-O,KPT-185,-2.325610944,2.656177759,
786-O,LCL-161,2.832179664,3.924654722,
786-O,PF-4942847,1.151292546,1.501603723,
786-O,XL-019,1.72693882,1.23567605,
786-O,PKM2 (9),3.638084447,2.807935476,
786-O,Fostamatinib,0,0.415096492,
786-O,R-547,-0.402952391,3.455093145,
786-O,KPT-251,-2.440740199,1.98796308,
786-O,GSK-921,-4.605170186,-0.064643987,
786-O,VX-689,2.740076261,2.657466412,
786-O,Bafetinib,1.772990522,1.551175833,
786-O,R-306465,-1.646348341,2.909763098,
786-O,B-7100,-0.057564627,1.795466423,
786-O,AT-7519,5.55112E-17,1.421233654,
786-O,Cilengitide,1.703912969,3.37596035,
786-O,NMS-E628,0.333874838,3.111389637,
786-O,I-BET-762,4.190704869,2.475042582,
786-O,Milciclib,-0.921034037,1.809892297,
786-O,Rebastinib,0.967085739,4.322456837,
786-O,AZD-2858,1.485167385,3.550310135,
786-O,P-529,2.832179664,2.958628654,
786-O,SCH-772984,3.856830031,2.978260279,
786-O,AMD-070,3.039412323,3.481877089,
786-O,BMS-863233,4.605170186,2.796432734,
786-O,Telatinib,0.828930633,2.82434988,
786-O,CEP-32496,0.944059888,1.866270065,
786-O,AZD-1208,2.728563335,4.539371014,
786-O,LDK-378,0.472029944,0.649548113,
786-O,EXEL-7647,0.103616329,3.099881411,
786-O,AZD-3463,-0.598672124,3.225534916,
786-O,MK-0429,-1.404576907,2.634374857,
786-O,PI-103,-1.393063981,0.846550107,
786-O,LDK-378,0.368413615,0.649548113,
786-O,Daporinad,4.605170186,-2.904325724,
786-O,GDC-0032,0.034538776,2.114686728,
786-O,GSK-1070916,1.024650366,1.211123109,
786-O,PFI-1,2.532843602,3.595747232,
786-O,BIX-01294,0.529594571,2.730128288,
786-O,AZD-8186,-1.646348341,2.586407423,
786-O,E-7820,2.4867919,2.265618086,
786-O,5-aza-T-dCyd,2.624947006,2.709192038,
786-O,AZD-6738,0.230258509,1.288398147,
786-O,LGK-974,4.605170186,4.349485874,
786-O,VE-822,-1.013137441,2.819336414,
786-O,PF-4989216,-0.782878932,2.270002365,
786-O,AM-5992,1.634835416,2.621728182,
786-O,Encorafenib,2.659485782,3.115803719,
786-O,Afuresertib,-2.406201422,3.221493006,
786-O,Defactinib,0.702288453,2.797843933,
786-O,EXEL-2280,-1.49668031,2.317960262,
786-O,ARRY-614,2.141404136,4.400618553,
786-O,GSK-2141795,-3.292696683,3.272888422,
786-O,Ombrabulin,-3.971959285,0.909308851,
786-O,Cobimetinib (isomer 1),3.304209608,0.38732776,
786-O,FH-535,1.105240845,1.700912833,
786-O,OTX-015,-0.184206807,1.699626327,
786-O,TAK-632,0.287823137,2.834145784,
786-O,VS-5584,-2.555869453,2.161289692,
786-O,LEE-011,2.440740199,3.349695921,
786-O,Osimertinib,0.333874838,1.948468328,
786-O,CEP-28122,0.679262602,1.10565269,
786-O,RG-7388,1.24339595,1.042936206,
786-O,CO-1686,0.449004093,1.128300309,
786-O,GNE-617,3.419338863,3.174749613,
786-O,PD183805,0.713801379,1.2613132,
786-O,spebrutinib,-0.115129255,1.447982907,
786-O,CP-724714,2.71705041,4.037806511,
786-O,PF-06463922,3.592032745,2.139201641,
786-O,SOMCL-12-81,-1.450628609,1.783875704,
786-O,selinexor,-2.555869453,1.532436848,
786-O,TAS-116,1.738451745,2.923663855,
786-O,dimethylfasudil,2.670998708,3.092043638,
786-O,AZD-6738,0.333874838,1.288398147,
786-O,"AZD-6738 ( R,S-isomer)",0.99011159,1.288398147,
786-O,SAR-260301 (enantiomer 1),1.162805472,3.771374226,
786-O,SAR-260301 (enantiomer 1),-0.449004093,3.771374226,
786-O,AZ-505,2.84369259,1.146690488,
786-O,MK-0731,-4.766351142,2.818104506,
786-O,maritoclax,0.552620422,2.67292738,
786-O,MI-773,1.450628609,2.268145323,
786-O,BAY-87-2243,2.601921155,2.952671051,
786-O,CEP-37440,0.391439466,1.652106285,
786-O,GDC-0994,3.453877639,3.078493357,
786-O,NMS-1286937,-0.851956484,1.95000875,
786-O,CUDC-427,3.338748385,3.514412403,
786-O,PF-03758309,-0.195719733,2.027122259,
786-O,AMG-232,3.027899397,2.344802618,
786-O,entosplenitib,2.694024559,2.493798971,
786-O,JNJ-42756493,1.059189143,2.560744524,
786-O,GSK-2606414,0.805904783,3.414639235,
786-O,LY-3009120,-0.207232658,1.283737302,
786-O,PTC-691,-3.22361913,2.984481812,
786-O,AZ-628,2.452253124,1.036723137,
786-O,Volitinib,4.605170186,2.417718172,
786-O,AMG-511,-3.96044636,3.036099672,
786-O,JNJ-54302833,2.348636795,2.322999001,
786-O,MG-132,-1.059189143,-1.365273356,
786-O,CX-5461,1.819042223,2.364189863,
786-O,PWT-33597,-1.47365446,1.352905154,
786-O,CH-5183284,2.23350754,3.124228716,
786-O,Defactinib,0.679262602,2.797843933,
786-O,E-3810,1.047676217,2.356720924,
786-O,cs-1730,-2.083839509,2.237142324,
786-O,CGM-097,1.047676217,1.852886677,
786-O,VS-4718,1.416089832,3.003984451,
786-O,E-7449,1.888119776,2.510126829,
786-O,JNJ-26483327,3.615058596,3.136265993,
786-O,JNJ-47117096,4.605170186,2.952721357,
786-O,VT-464,2.878231366,2.810466051,
786-O,Poziotinib,0.679262602,3.33052516,
786-O,SGI-1027,1.128266696,1.356000662,
786-O,CB-839,2.440740199,2.724777937,
786-O,pyridoclax,1.807529298,3.475267172,
786-O,Danusertib,0.944059888,2.497745752,
786-O,Altiratinib,1.381551056,2.500370502,
786-O,CCT-251545,2.670998708,3.301727533,
786-O,aldoxorubicin,-0.955572814,-1.576803803,
786-O,AZD-3147,-3.269670832,0.001919053,
786-O,A-1210477,0.921034037,3.81959796,
786-O,CPI-0610,2.394688497,2.62272191,
786-O,MLN-7243,-3.062438174,0.678397894,
786-O,PQR-309,-0.73682723,0.536866724,
786-O,EPZ-015666,2.532843602,3.908809185,
786-O,TAS-115,1.749964671,2.52489996,
786-O,Bet-BAY-002,0.046051702,2.359606504,
786-O,LOXO-101,4.605170186,2.386762857,
786-O,RX-3117,-0.322361913,-1.51567471,
786-O,BAY-1143572,0.161180957,2.905590296,
786-O,AZD-8835,1.128266696,2.129596472,
786-O,AZD-9496,2.659485782,3.571936607,
786-O,BAY-1161909,4.605170186,2.706594467,
786-O,BAY-1217389,0.046051702,2.198031664,
786-O,EGF-816,1.335499354,3.150309801,
786-O,MI-503,1.49668031,3.319033384,
786-O,AZD-3965,4.605170186,2.455957413,
786-O,azd5582,2.221994615,2.159496307,
786-O,AMG-319,2.659485782,4.182678223,
786-O,TAE-226,0.023025851,2.554058075,
786-O,GDC-0810,2.060813658,4.923398495,
786-O,brigatinib,0.115129255,0.800463378,
786-O,Sabutoclax,-0.99011159,-0.319202006,
786-O,gilteritinib,0.909521112,2.13491416,
786-O,OTS-964,-1.398820444,3.205508232,
786-O,UMI-77,2.993360621,2.648455858,
786-O,KU-55933,1.393063981,4.597537994,
786-O,AZD-3759,3.534468118,2.796108246,
786-O,Bafetinib,1.819042223,2.379306793,
786-O,sitravatinib,0.495055795,1.551161885,
786-O,PF-06747775,3.338748385,1.53940618,
786-O,A-911,-1.519706161,3.252300024,
786-O,napabucasin,-0.967085739,2.721918821,
786-O,GSK-295,-2.855205515,1.669193506,
786-O,LOR-253,-1.197344248,3.046273232,
786-O,ARV-825,-2.740076261,1.689783454,
786-O,CCT-271850,3.453877639,2.757429838,
786-O,LY-3154567,4.605170186,3.639509439,
786-O,Litronesib,-1.070702068,-0.543824673,
786-O,SW-044248,4.605170186,2.659660339,
786-O,ABL-001,2.71705041,2.063605547,
786-O,LY-3023414,-2.832179664,-0.628474414,
786-O,SB-202190,2.532843602,3.410029173,
786-O,EPZ-020411,4.605170186,2.616803408,
786-O,MGCD-265,0.552620422,2.496186733,
786-O,RG-7602,0.529594571,2.699407339,
786-O,Acalabrutinib,4.605170186,3.84736681,
786-O,SAR-245409,-0.667749677,3.153105021,
786-O,XL-147,1.819042223,2.553321362,
786-O,ARQ-092,-1.542732012,2.835966349,
786-O,GDC-0339,1.323986428,2.91373086,
786-O,APR-246,2.866718441,3.727372885,
786-O,PF-2771,-2.46376605,2.432578802,
786-O,Sapacitabine,2.325610944,0.257529497,
786-O,CFI-400945,0.828930633,2.121665239,
786-O,TAK-659 (isomer 1),1.842068074,3.267759085,
786-O,TAK-659 (isomer 1),1.393063981,3.267759085,
786-O,INCB-047775,-1.934171478,2.480493784,
786-O,olmutinib,0.73682723,2.919804573,
786-O,GSK-2194069,2.509817751,2.467722654,
786-O,AZD-0156,0.552620422,-0.904888034,
786-O,KPT-9274,3.695649074,2.432462931,
786-O,CC-223,-1.416089832,3.002742767,
786-O,GDC-0084,-1.070702068,1.980678916,
786-O,ARQ-087,0.575646273,2.64524579,
786-O,ABBV-075,-1.646348341,3.809233665,
786-O,RX-5902,-3.016386472,3.139067411,
786-O,BAY-876,1.335499354,2.313358068,
786-O,ensartinib,1.542732012,1.213054776,
786-O,CC-115,-2.141404136,2.538181067,
786-O,BGB-283,1.842068074,1.065306425,
786-O,BAY-1125976,0.207232658,2.068984747,
786-O,ASP-5878,0.552620422,2.80163312,
786-O,CNDAC,2.578895304,0.11312627,
786-O,CCT-245737,-0.391439466,1.091227889,
786-O,LGH-447,2.509817751,3.899481297,
786-O,PQR-620,-1.185831323,0.631428063,
786-O,KPT-8602,-0.886495261,1.962311864,
786-O,NTRC-0066-0,0.50656872,2.867549658,
786-O,BAY-1082439,-0.921034037,3.204036474,
786-O,AMG-51,0.425978242,3.844830513,
786-O,IPI-549,1.266421801,0.948433638,
786-O,M2698,-2.383175571,2.83254981,
786-O,serabelisib,2.670998708,2.20335269,
786-O,A-1331852,1.289447652,3.005586386,
786-O,WT-161,0.460517019,1.727505922,
786-O,ABC-1183,-0.633210901,4.079147816,
786-O,CEP-40783,4.605170186,2.398029566,
786-O,ulixertinib,1.036163292,2.474876881,
786-O,Selonsertib,2.832179664,1.8813591,
786-O,PLX-8394,1.853581,3.098148108,
786-O,Plinabulin,-4.605170186,-2.721976042,
786-O,Sulfatinib,1.49668031,3.117562532,
786-O,AZD-5153,-1.680887118,0.64321655,
786-O,TP-0903,-2.958821844,1.610608459,
786-O,BPTES,1.819042223,3.145302534,
786-O,EC-330,-4.236756571,2.316020727,
786-O,SAR-20347,0.782878932,1.967356086,
786-O,GS-9901,-1.013137441,3.645529032,
786-O,S-63845,1.373875772,1.527660251,
786-O,zanubrutinib,2.509817751,3.388355255,
786-O,GNE-140,1.865093925,2.938847303,
786-O,LXS-196,2.71705041,3.312669992,
786-O,umbralisib,2.555869453,3.407022476,
786-O,TPX-0005,-0.702288453,1.727532029,
786-O,BAY-1895344,-2.532843602,2.937310934,
786-O,GDC-0077,2.302585093,0.735807002,
786-O,CFI-402257,1.300960578,2.146369934,
786-O,milademetan,1.013137441,3.185563803,
786-O,BLU-285,1.151292546,2.641702652,
786-O,PRN-1371,0.276310211,2.089118004,
786-O,BMS-986158,-2.659485782,2.872195959,
786-O,TAK-931,1.082214994,3.117590904,
786-O,ON-123300,-0.368413615,3.354408979,
786-O,BAY-1251152,-3.108489876,2.571409225,
786-O,FT-1518,-1.439115683,2.591389894,
786-O,PQR-530,-1.703912969,0.514554799,
786-O,nedisertib,0.092103404,2.926466227,
786-O,MTX-211,-0.402952391,2.11225915,
786-O,BAY-1816032,0.575646273,3.34100771,
786-O,LY-3214996,2.682511633,2.820867062,
786-O,AZD-1390,2.555869453,0.510679007,
786-O,AMG-176,1.059189143,2.389639139,
786-O,SHP-099,2.118378286,2.660639286,
786-O,BAY-1163877,1.772990522,2.207802534,
786-O,HDM-201,4.21373072,0.824601889,
786-O,S-222611,0.414465317,2.180808544,
786-O,ASTX-660,3.868342956,2.513507366,
786-O,FGF-401,3.384800087,1.021178842,
786-O,TP-3654,0.667749677,2.551189423,
786-O,SEL-120,0.967085739,3.002389193,
786-O,IDF-11774,2.417714348,3.380932093,
786-O,CC-671,3.764726627,1.871188521,
786-O,CYC-065,-1.024650366,2.956269026,
786-O,E-7090,0.667749677,1.30382812,
786-O,PLX-51107,0.759853081,2.974893332,
786-O,RG-6016,4.605170186,3.264514446,
786-O,LXH-254,1.842068074,2.847944975,
786-O,AZD-5991,1.47365446,4.264449596,
786-O,INCB-057643,0.713801379,2.617749453,
786-O,JNJ-3887618,4.236756571,3.407160759,
786-O,PF-6459988,2.555869453,2.761555433,
786-O,RG-7741,-1.519706161,3.231970072,
786-O,AZD-0364,4.478528006,2.913694143,
786-O,CC-90003,-0.368413615,1.311625242,
786-O,RG-7112,1.174318397,2.876899481,
786-O,Copanlisib,-2.475278975,2.964470625,
786-O,BOS-172722,4.605170186,2.908433199,
786-O,LOXO-195,4.144653167,2.543674231,
786-O,S-64315,0.702288453,1.149381518,
786-O,IACS-10759,2.924283068,2.658156633,
786-O,BAY-2402234,-3.925907584,2.501219511,
786-O,PF-6459988,0.667749677,2.167418718,
786-O,CG-806,2.820666739,2.210535049,
786-O,BLU-667,0.299336062,2.35647893,
786-O,IACS-8968,3.499929341,2.231453419,
786-O,CH-7057288,0.529594571,3.436111927,
786-O,ARS-1620,2.440740199,3.187670231,
786-O,ABBV-744,0.138155106,3.049634933,
786-O,relacorilant,4.605170186,3.640961885,
786-O,AZD-4320,1.277934727,3.059403181,
786-O,TAS-6417,1.634835416,2.741957426,
786-O,PF-06873600,0.644723826,3.107876539,
786-O,IDH-305,3.753213702,1.487522006,
786-O,AZD-3229,3.661110298,3.192754269,
786-O,futibutinib,0.805904783,3.916913033,
786-O,Lapachone,0.690775528,2.199106216,
786-O,LSZ-102,2.325610944,2.734193087,
A-498,METHOTREXATE,1.326453484,2.059932947,
A-498,6-THIOGUANINE,1.913811778,4.211874485,
A-498,6-MERCAPTOPURINE,4.074105879,4.265041828,
A-498,Colchicine,-3.315722534,1.428315401,
A-498,Nitrogen mustard,1.812819021,5.388704777,
A-498,Allopurinol,5.439857282,4.720461369,
A-498,Actinomycin D,-6.075300281,-3.84055829,
A-498,malacid,2.59040823,4.558121204,
A-498,Chlorambucil,4.77204826,2.279653311,
A-498,Masoprocol,3.615058596,3.282602549,
A-498,Hydroxychloroquine Sulfate,4.605170186,3.973504782,
A-498,aloin,4.605170186,-0.018351786,
A-498,Noscapine,4.605170186,3.376375914,
A-498,Thiotepa,4.775691818,4.997060299,
A-498,Melphalan,4.560363125,2.607542515,
A-498,Triethylenemelamine,2.299024394,4.621470928,
A-498,Dromostanolone Propionate,3.327235459,4.437672138,
A-498,Acrichine,0.898008186,4.092803955,
A-498,Fluorouracil,2.368995498,4.616297722,
A-498,Methylprednisolone,4.605170186,4.454126835,
A-498,uridin,0.529594571,3.558073997,
A-498,Nandrolone phenpropionate,2.786127963,4.064937115,
A-498,TESTOLACTONE,5.851197662,4.782184124,
A-498,Mithramycin,-3.665374344,1.050357699,
A-498,Pipobroman,4.390901851,5.940513134,
A-498,Cyclophosphamide,5.47631488,5.147245884,
A-498,Mitomycin,-0.344006213,1.162375689,
A-498,Floxuridine,-0.291822363,4.666059017,
A-498,Hydroxyurea,6.505480119,2.019518137,
A-498,Curcumin,2.763102112,4.396105289,
A-498,Uracil mustard,4.239954606,4.016990662,
A-498,Chelerythrine,2.221994615,4.343181133,
A-498,Mitotane,3.004196315,3.726636648,
A-498,IDOXURIDINE,4.605170186,4.564834118,
A-498,DACARBAZINE,4.344800949,5.367007732,
A-498,Vinblastine,-6.091338695,-1.868539929,
A-498,Caffeic acid,4.605170186,4.62114048,
A-498,Acetalax,3.200593279,3.810926199,
A-498,3-Bromopyruvate (acid),4.605170186,5.876448631,
A-498,Ergosterol,4.443989229,3.99345994,
A-498,Cytarabine,2.822070754,2.132341862,
A-498,Vincristine,-2.658682555,-2.291832685,
A-498,Megestrol acetate,4.328859975,4.082362652,
A-498,tfdu,2.279559242,4.567780972,
A-498,Procarbazine,6.216979751,1.239329219,
A-498,Cyclobenzaprine Hydrochloride,2.763102112,4.603219509,
A-498,Lomustine,4.307113338,2.34510088,
A-498,Cortivazol,0.333874838,4.041351318,
A-498,Daunorubicin,-1.951262831,-0.112177603,
A-498,Daunorubicin,-1.634835416,-0.112177603,
A-498,Amiodarone hydrochloride,1.611809565,4.306130409,
A-498,STREPTOZOCIN,6.396581388,4.317190647,
A-498,Calusterone,3.327235459,4.468397141,
A-498,Estramustine,-1.192739078,3.842528582,
A-498,Vinblastine,-0.149668031,-1.903961182,
A-498,Fluphenazine,4.605170186,2.218147278,
A-498,Arsenic trioxide,2.855205515,4.256599426,
A-498,ergenyl,5.445613745,4.671452522,
A-498,CAMPTOTHECIN,-3.438527072,-2.001641035,
A-498,Camptothecin,-3.526792834,-2.000462294,
A-498,AZACITIDINE,-0.016629781,3.086233377,
A-498,Cladribine,1.400739265,5.744446278,
A-498,Mithramycin,16.90097458,4.114202499,
A-498,Asparaginase,13.11372267,4.114202499,
A-498,Ifosfamide,6.058868908,5.117770195,
A-498,Benzimate,4.605170186,4.159078121,
A-498,Acetylcysteine,8.289306335,10.24967384,
A-498,rifa,4.605170186,3.737752199,
A-498,Acetalax,3.292696683,3.810926199,
A-498,Fludarabine,4.605170186,5.178062916,
A-498,Cisplatin,2.016090371,3.601326227,
A-498,Isotretinoin,4.311590587,4.042145252,
A-498,Teniposide,-0.934465784,1.03234911,
A-498,Doxorubicin,-2.468417524,-0.112177603,
A-498,Fludarabine,4.098601466,5.178062916,
A-498,Bleomycin,1.205585079,3.56172061,
A-498,Paclitaxel,-2.736718324,-1.211544871,
A-498,DECITABINE,4.896133211,3.239598989,
A-498,melbex,4.605170186,1.739925027,
A-498,Mitomycin,4.098601466,1.170849323,
A-498,Bendamustine,3.488416416,3.790027142,
A-498,Etoposide,2.017722423,3.960087776,
A-498,M-AMSA,-0.909521112,3.609596252,
A-498,Homoharringtonine,-3.229375593,-1.714275479,
A-498,Mithramycin,5.326646848,1.050357699,
A-498,Ancitabine hydrochloride,2.609596439,2.974138498,
A-498,Tegafur,6.616792254,4.628182888,
A-498,M-AMSA,0.472029944,3.609596252,
A-498,M-AMSA,-1.439115683,3.609596252,
A-498,Parthenolide,1.952592159,3.518188238,
A-498,Ribavirin,4.605170186,4.920354843,
A-498,florid,-0.161180957,4.217156887,
A-498,Dexrazoxane,5.395724401,5.26739645,
A-498,Pimozide,2.164429987,3.469856024,
A-498,Tamoxifen,1.87564744,3.923691034,
A-498,Mebendazole,-1.11675377,4.523789883,
A-498,aclarubicin,-4.096408527,-0.253885508,
A-498,PENTOSTATIN,6.056496548,5.629989147,
A-498,WORTMANNIN,-0.552620422,3.142197847,
A-498,RAPAMYCIN,-5.001457199,-2.05448699,
A-498,Carboplatin,5.386364299,4.239539146,
A-498,Econazole nitrate,2.452253124,4.217156887,
A-498,Valrubicin,-1.396901623,-0.052447043,
A-498,M-AMSA,-1.189590645,3.609596252,
A-498,geldanamycin analog,1.205019532,-0.427479506,
A-498,Idarubicin,-4.344210542,-0.093972109,
A-498,Clotrimazole,3.031737039,4.1397295,
A-498,Elliptinium Acetate,3.96044636,4.266622066,
A-498,Oxaliplatin,1.581108431,4.576796055,
A-498,MITOXANTRONE,-2.187455838,1.587390304,
A-498,TRICIRIBINE PHOSPHATE,3.665427645,4.966465473,
A-498,benzaldehyde (BEN),0.621697975,4.43405056,
A-498,Cytarabine,2.4867919,2.132341862,
A-498,ciclosporin,1.60029664,4.3875103,
A-498,Mitoxantrone,-2.783825377,1.587390304,
A-498,AMONAFIDE,1.273506678,4.205554485,
A-498,Fludarabine,4.981807319,5.736940384,
A-498,Batracylin,3.766371331,5.458760738,
A-498,Buthionine sulphoximine,8.628553872,4.304542065,
A-498,Tanespimycin,1.18007486,-0.423157185,
A-498,tic10,1.972547896,1.670742869,
A-498,TRIMETREXATE GLUCURONATE,0.027089236,3.926073551,
A-498,8-Chloro-adenosine,1.504355594,5.802558422,
A-498,HYPOTHEMYCIN,1.680887118,2.90136838,
A-498,Fostamatinib,3.707162,4.478561401,
A-498,PYRAZOLOACRIDINE,-0.782878932,4.098227024,
A-498,Imiquimod,3.868342956,4.516020298,
A-498,FENRETINIDE,1.554244938,3.372606516,
A-498,DOLASTATIN 10,-6.81334929,4.493010521,
A-498,Carmustine,4.633031466,5.525308609,
A-498,Mithramycin,9.478975299,1.112729669,
A-498,Amphotericin B,2.348636795,-0.268404633,
A-498,timazid,4.194891388,4.66586256,
A-498,Zalcitabine,4.519974538,1.993362784,
A-498,Rapamycin,-4.605170186,0.009251572,
A-498,Clofarabine,-1.266421801,5.686646938,
A-498,Vinorelbine,-4.605170186,-1.648913741,
A-498,Topotecan,-2.384454785,0.801526845,
A-498,Gemcitabine,-2.351515026,-0.386152267,
A-498,"Bisacodyl, active ingredient of Viraplex",4.080180785,4.235701561,
A-498,Irinotecan,2.36014972,3.285157204,
A-498,Staurosporine,-5.535414564,-3.045810699,
A-498,Pyrazoloacridine,0.437491168,4.098227024,
A-498,Docetaxel,-2.582184711,-0.824403942,
A-498,Lapachone,1.692400043,4.585773945,
A-498,Depsipeptide,-7.406648716,-4.775272846,
A-498,Lovastatin,0.184206807,4.080136776,
A-498,Simvastatin,-0.115129255,4.080136776,
A-498,O-6-Benzylguanine,3.384800087,5.523377895,
A-498,7-Hydroxystaurosporine,-1.070702068,3.538682699,
A-498,7-Hydroxystaurosporine,-4.576387872,-3.088031292,
A-498,Raltitrexed,4.605170186,1.910925865,
A-498,Perifosine,1.166643114,5.604828835,
A-498,Alvocidib,-2.957177141,-0.027105115,
A-498,Midostaurin,5.871591987,0.856066406,
A-498,XK-469,4.127383779,4.456483364,
A-498,Triapine,-0.48354287,-0.829203188,
A-498,Artemether,4.605170186,4.338861465,
A-498,7-Ethyl-10-hydroxycamptothecin,-4.179191944,-2.47134757,
A-498,Okadaic acid,-4.605170186,2.836369753,
A-498,leflunomide,2.302585093,5.167068005,
A-498,Bortezomib,-6.263031453,-4.503859043,
A-498,Irofulven,-1.72693882,3.717956781,
A-498,Temsirolimus,-3.315722534,-0.022766374,
A-498,Epothilone B,-9.210340372,-2.173238993,
A-498,AMINOFLAVONE,-1.007380978,4.631073475,
A-498,norvir,2.947308919,2.75232625,
A-498,BN-2629,-4.415206916,3.740797758,
A-498,LY-294002,0.898008186,2.844531298,
A-498,RH1,-3.070113457,0.628684759,
A-498,Nitazoxanide,4.029523913,4.532382965,
A-498,XK-469,4.386424602,4.456483364,
A-498,5-Fluoro deoxy uridine 10mer,-5.295945714,4.811353207,
A-498,Denileukin Diftitox Ontak,-5.20384231,4.114202499,
A-498,Pemetrexed,-1.312473503,4.854977131,
A-498,XK-469,4.605170186,4.456483364,
A-498,Seliciclib,3.407825938,4.301582813,
A-498,Vorinostat,0.310848988,1.519560933,
A-498,Estramustine,2.774615037,4.038070679,
A-498,Arsenic trioxide,1.565757863,4.114202499,
A-498,Entinostat,-0.840443559,2.017728806,
A-498,Eribulin mesilate,-7.326058238,4.197841167,
A-498,Alvespimycin,2.584651767,-0.414462805,
A-498,AR-67,-3.856830031,-1.715819478,
A-498,Karenitecin,-4.605170186,-2.327471018,
A-498,PX-316,4.605170186,6.831728458,
A-498,AFP464,-2.924283068,4.504075527,
A-498,Artesunate,3.292696683,4.485676765,
A-498,Rebimastat,4.605170186,7.678409576,
A-498,Imexon,5.019635503,4.186347008,
A-498,Gefitinib,-0.944059888,2.827082872,
A-498,Erlotinib,0.782878932,2.817285299,
A-498,E-7820,0.276310211,5.141504288,
A-498,Fulvestrant,4.605170186,4.105005741,
A-498,Celecoxib,2.889744292,3.600368977,
A-498,claritin,-0.161180957,4.096495152,
A-498,Zoledronate,4.144653167,3.658516169,
A-498,Sonolisib,-2.855205515,-0.217034221,
A-498,LMP-400,2.026274882,0.404318601,
A-498,LMP776,-3.891368807,0.384475708,
A-498,Belinostat,-1.185831323,1.744493246,
A-498,Ofloxacin,4.605170186,4.398558617,
A-498,Lapatinib,0.690775528,2.891788721,
A-498,Irinotecan,-1.60029664,3.285157204,
A-498,Lificguat,-3.108489876,3.993201971,
A-498,SR16157,0.37992654,4.355721951,
A-498,Dasatinib,-3.484578774,1.15373373,
A-498,Everolimus,-4.605170186,0.044380225,
A-498,DMAPT,3.246644981,2.518671513,
A-498,Pazopanib,1.297122936,3.989074707,
A-498,Selumetinib,-1.834392791,3.46501708,
A-498,BML-277,2.954984203,4.280108929,
A-498,Imatinib,3.031737039,3.293250799,
A-498,Obatoclax,-1.686643581,3.879436731,
A-498,Lapatinib,1.298657992,2.891788721,
A-498,Nelfinavir,1.450628609,2.582792997,
A-498,Nilotinib,1.416089832,3.132871389,
A-498,Olaparib,2.947308919,4.883169174,
A-498,Ixabepilone,-7.652257792,-2.22093749,
A-498,Raloxifene,2.452253124,4.587581158,
A-498,Abiraterone,3.327235459,4.137040615,
A-498,Abiraterone,2.348636795,0.287845254,
A-498,AT-13387,2.337123869,2.954299927,
A-498,Sunitinib,1.001624515,4.385302544,
A-498,Afatinib,-1.865093925,1.126790166,
A-498,Y-27632,4.605170186,4.079346657,
A-498,salinomycin,-3.085464025,-0.577707469,
A-498,Iniparib,4.363398751,3.402118444,
A-498,Pazopanib,-0.99011159,3.989074707,
A-498,Veliparib,4.478528006,5.161653996,
A-498,Olaparib,4.018010987,4.883169174,
A-498,Depsipeptide,-4.605170186,-4.775272846,
A-498,pralatrexate,4.44089E-16,1.599215746,
A-498,Rigosertib,-3.108489876,3.461344481,
A-498,JNJ-28312141,2.268046317,4.548788548,
A-498,AMG-458,1.485167385,3.864226103,
A-498,PF-03084014 diastereomer 1,1.347012279,3.721249342,
A-498,Amuvatinib,1.485167385,3.670467377,
A-498,CB-64D,1.98022318,3.650697231,
A-498,XL-147,1.047676217,3.478645086,
A-498,Adavosertib,-3.442364714,1.001744747,
A-498,Buparlisib,-1.588783714,0.797773182,
A-498,GSK-461364,-2.786127963,0.183803737,
A-498,PF-562271,0.851956484,3.079131365,
A-498,RAF-265,-3.522955192,3.881937504,
A-498,AEG-40730,0.034538776,2.370352745,
A-498,MI-219,1.485167385,2.986103296,
A-498,Astex FGF inhibitor,-1.231883025,3.482377768,
A-498,SB-590885,2.175942913,4.582522869,
A-498,XR-11576,-2.532843602,4.445726871,
A-498,XR-5944,-4.605170186,4.270390987,
A-498,Itraconazole,2.371662646,2.008454084,
A-498,Pemetrexed,-2.083839509,4.558267117,
A-498,Pictilisib,-2.774615037,0.153027654,
A-498,Ispinesib,-4.605170186,0.736224651,
A-498,Sepantronium bromide,-2.314098018,-2.398722887,
A-498,Bosutinib,-0.103616329,2.428979635,
A-498,Masitinib,2.774615037,4.856545925,
A-498,Enzalutamide,3.557493969,2.88710928,
A-498,Cediranib,-2.049300733,2.361700773,
A-498,XAV-939,3.131515726,5.095013142,
A-498,Luminespib,-3.177567428,-0.721297383,
A-498,Pimasertib,-3.22361913,1.521043062,
A-498,GW-5074,3.004873546,4.024636269,
